converted_alias	mock_rep1	mock_rep2	mock_rep3	sars_cov_rep1	sars_cov_rep2	sars_cov_rep3	p_value	converted_entrez_id
ENSG00000228528	0.05375	0.08508	0.07609	0.03025	0.03014	0.01034	0.0136241842467626	101927383
ENSG00000115641	9.115	7.455	8.466	6.418	6.925	6.287	0.0257995416181198	2274
ENSG00000198203	0.1238	0.05227	0.07012	0.0	0.02777	0.01907	0.0446374239938489	6819
ENSG00000214184	0.9193	0.9701	0.8947	1.164	1.16	1.283	0.0039884113889447	644903
ENSG00000163006	0.4727	0.3445	0.5896	0.2788	0.202	0.208	0.0331169840716583	165055
ENSG00000144063	12.81	13.35	12.69	15.44	14.15	15.88	0.0166921108703742	7851
ENSG00000153094	1.138	1.03	1.388	0.7741	0.8187	0.7515	0.020029606551401	10018
ENSG00000188177	0.7421	0.8848	0.7779	0.5102	0.5336	0.6956	0.0374607687707719	376940
ENSG00000144136	22.78	22.55	26.07	19.15	20.14	21.18	0.0464735324543202	6574
ENSG00000115008	32.12	30.87	47.38	70.59	75.45	78.73	0.0027880289023682	3552
ENSG00000125538	113.1	96.8	97.98	212.5	205.4	203.2	6.197545705188222e-05	3553
ENSG00000136688	3.131	3.931	3.019	19.87	22.77	21.8	3.5828918264452523e-05	56300
ENSG00000136695	1.639	1.501	1.502	1.791	1.784	1.977	0.0177595238960941	26525
ENSG00000189223	1.754	1.777	1.572	1.848	2.015	2.004	0.0391750940149055	654433
ENSG00000019169	0.6655	0.4014	0.3814	0.8919	0.9596	0.7929	0.0183020510032814	8685
ENSG00000088179	0.7311	0.9022	1.002	0.6172	0.6281	0.5878	0.0287801513613894	5775
ENSG00000115112	9.218	9.06	8.897	5.458	5.574	5.823	1.7253472822223986e-05	29842
ENSG00000236859	4.388	4.528	4.427	4.012	3.752	4.078	0.0097550692721951	254128
ENSG00000136732	0.1979	0.1193	0.1601	0.03182	0.0951	0.07616	0.0360503850297246	2995
ENSG00000186684	1.285	1.369	1.435	1.602	1.497	1.595	0.0215430382412212	339761
ENSG00000115718	0.05748	0.06066	0.04069	0.0	0.03223	0.02212	0.0374053412486959	5624
ENSG00000163166	29.44	28.12	31.03	31.47	33.54	33.16	0.0388702410174211	55677
ENSG00000186825	0.3948	0.5208	0.4191	0.2777	0.2767	0.3609	0.0425759507157437	408029
ENSG00000290618	0.3948	0.5208	0.4191	0.2777	0.2767	0.3609	0.0425759507157437	408029
ENSG00000176771	0.9025	0.8181	0.888	0.586	0.6929	0.6933	0.0086498800844902	344148
ENSG00000115919	1.744	1.699	2.619	3.644	3.809	3.294	0.0096513601260364	8942
ENSG00000121989	1.257	1.288	1.395	1.034	1.057	1.103	0.0058784164221027	92
ENSG00000136542	40.23	39.24	43.42	31.99	35.68	35.38	0.0187084418960772	11227
ENSG00000115170	3.886	3.876	3.963	2.752	3.046	3.146	0.0015796925615628	90
ENSG00000115267	3.341	3.815	3.761	5.57	5.917	5.657	0.0003408759307006	64135
ENSG00000236107	0.6808	0.5987	0.783	0.479	0.4453	0.4258	0.0128821946278289	102724058
ENSG00000236107	0.6808	0.5987	0.783	0.479	0.4453	0.4258	0.0128821946278289	101929680
ENSG00000198648	4.131	4.447	4.516	3.725	3.631	3.835	0.0086981156524953	27347
ENSG00000227617	3.373	3.907	4.14	3.156	2.825	2.926	0.0275829374193474	100861402
ENSG00000138398	21.33	22.48	23.28	19.18	20.91	19.82	0.0343360032836991	9360
ENSG00000213160	0.5314	0.5608	0.6417	0.4575	0.4908	0.4151	0.0355442383999263	100526832
ENSG00000213160	0.5314	0.5608	0.6417	0.4575	0.4908	0.4151	0.0355442383999263	151230
ENSG00000213160	0.5287	0.5579	0.6351	0.4509	0.5031	0.4132	0.0451404119514112	100526832
ENSG00000213160	0.5287	0.5579	0.6351	0.4509	0.5031	0.4132	0.0451404119514112	151230
ENSG00000071909	0.6742	0.731	0.778	0.3847	0.3418	0.6079	0.0321757354335438	140469
ENSG00000123600	2.886	3.019	3.477	2.516	2.592	2.367	0.0290662588894657	79828
ENSG00000071967	10.61	9.577	12.17	7.182	8.674	7.402	0.0266613992677782	79901
ENSG00000172845	4.674	4.532	5.311	3.337	4.14	3.624	0.0274327486887959	6670
ENSG00000138433	38.55	38.96	38.05	36.11	37.65	35.68	0.0354454482977622	9541
ENSG00000163328	1.542	1.803	1.837	1.12	1.367	1.35	0.0216328370521604	151556
ENSG00000115966	6.118	5.575	5.847	5.097	5.047	5.363	0.0214847453456136	1386
ENSG00000155657	0.09283	0.1015	0.1065	0.08247	0.08528	0.08136	0.0143296504167258	7273
ENSG00000163510	12.93	13.96	13.92	10.92	12.4	10.71	0.0229604609454654	57703
ENSG00000115232	0.7242	0.6564	0.9106	0.5563	0.4108	0.5018	0.0345482370454242	3676
ENSG00000144366	1.29	1.553	2.09	0.9511	0.8863	0.8532	0.0344568259414649	51454
ENSG00000138449	0.7247	0.7074	0.5899	0.3059	0.3047	0.5579	0.0392173741703938	30061
ENSG00000151687	0.2086	0.1761	0.1624	0.0822	0.09358	0.04417	0.005768849688572	150709
ENSG00000064933	2.149	1.968	2.061	1.486	1.651	1.633	0.0031499901749453	5378
ENSG00000187699	0.02328	0.06142	0.07415	0.0131	0.0	0.00448	0.0404155587028687	84281
ENSG00000233654	0.1598	0.118	0.1018	0.01799	0.01792	0.0246	0.0036409619983214	105376748
ENSG00000115415	15.27	16.55	17.69	21.19	23.96	23.85	0.0047443858264335	6772
ENSG00000128641	107.8	108.4	118.7	123.0	137.0	125.9	0.0373877792588285	4430
ENSG00000168497	8.97	8.179	8.835	7.76	6.17	6.881	0.0296127795939737	8436
ENSG00000081320	2.647	2.676	3.226	1.911	2.455	2.064	0.046710148246799	9262
ENSG00000197121	0.7151	0.7433	0.8639	0.6113	0.615	0.5588	0.0218416392109775	80055
ENSG00000115896	0.0	0.0	0.0	0.009485	0.009449	0.009729	4.3056379943580856e-08	5334
ENSG00000196141	27.85	27.33	28.82	23.63	24.03	25.12	0.003888439497038	26010
ENSG00000138380	0.6781	0.652	0.64	0.4495	0.49	0.3596	0.005083403847202	79800
ENSG00000119004	0.762	0.7921	0.8292	0.6657	0.727	0.7267	0.0354082320173028	57404
ENSG00000114948	0.7836	0.7303	0.569	0.3437	0.4108	0.3486	0.0086432429170711	8745
ENSG00000163251	2.352	2.676	2.65	2.163	2.028	2.134	0.0156551864019717	7855
ENSG00000178385	0.8098	0.7445	0.7796	0.6604	0.6821	0.6387	0.0065572522956184	389072
ENSG00000138413	53.13	49.75	55.85	43.8	47.06	46.48	0.0246219104486199	3417
ENSG00000030419	1.312	1.498	1.608	1.235	1.216	1.213	0.044101819372724	22807
ENSG00000115414	836.6	692.5	722.9	884.1	887.0	886.6	0.0368212037322381	2335
ENSG00000079308	1.018	1.014	0.9753	0.8892	0.7578	0.7026	0.0183556435998388	7145
ENSG00000127824	153.0	129.2	145.3	188.9	170.2	197.0	0.0155008920233521	7277
ENSG00000116106	1.962	1.602	1.912	0.9543	1.127	0.9979	0.0029824444732593	2043
ENSG00000163082	2.978	3.651	3.359	5.509	6.693	4.98	0.0115155306864217	130367
ENSG00000085449	18.53	19.92	22.89	15.58	16.62	17.37	0.0473766011949159	57590
ENSG00000168958	15.02	13.51	15.39	12.76	12.87	13.19	0.0447958587570123	56947
ENSG00000115009	4.469	6.453	5.938	53.75	47.3	43.85	0.0001347468565617	6364
ENSG00000067066	8.878	9.017	9.139	9.965	10.52	10.54	0.0028008808843391	6672
ENSG00000226125	0.1002	0.1058	0.05322	0.02821	0.0281	0.04823	0.0454654722643501	151475
ENSG00000182600	0.5171	0.5798	0.488	0.2547	0.3745	0.4105	0.0286984492903668	389084
ENSG00000066248	0.2133	0.2251	0.2391	0.1801	0.1395	0.06843	0.0449023813617877	25791
ENSG00000168918	31.24	29.57	30.84	28.63	26.85	25.79	0.0234012629080137	3635
ENSG00000123485	3.383	3.159	3.468	2.77	2.414	2.991	0.0331854287429488	55355
ENSG00000227252	0.02256	0.01191	0.03194	0.0	0.0	0.008686	0.0409847491612682	105373951
ENSG00000115648	1.609	1.739	1.619	1.178	1.348	0.955	0.0150195886048257	79083
ENSG00000130294	0.0	0.0	0.0	0.01579	0.007863	0.01349	0.0062616218038395	547
ENSG00000146205	1.196	1.149	1.165	1.559	1.381	1.622	0.0088209689451036	50636
ENSG00000115694	10.18	9.587	9.33	15.1	12.0	11.6	0.0477330134685242	10494
ENSG00000113851	3.324	3.632	3.834	3.001	2.857	3.072	0.0183648385054938	51185
ENSG00000150995	1.065	1.017	1.153	0.749	0.9371	0.8236	0.0232947155333882	3708
ENSG00000134107	129.1	133.2	130.5	143.5	144.8	146.3	0.0006554951471152	8553
ENSG00000196220	2.332	2.47	2.305	1.902	1.683	1.939	0.0051085933383996	9901
ENSG00000134070	1.677	1.589	1.457	4.162	4.744	4.716	0.0001203188063368	3656
ENSG00000157014	6.132	5.451	5.887	6.59	7.292	6.525	0.0363422334885738	9797
ENSG00000144560	8.48	8.998	9.805	7.992	7.623	7.292	0.0285459759734532	9686
ENSG00000207496	8.937	7.446	9.323	14.83	14.77	10.14	0.0475499052082599	619563
ENSG00000144711	2.716	2.732	2.568	2.273	2.452	2.401	0.0164207080596995	9922
ENSG00000163517	5.933	6.42	5.9	5.164	4.866	5.545	0.0260065140416058	79885
ENSG00000154764	7.311	7.9	9.393	12.02	9.767	11.34	0.0355220532279166	7476
ENSG00000163528	7.994	7.748	8.286	9.045	8.873	10.35	0.0452310781002811	131474
ENSG00000154767	11.78	12.5	11.75	10.16	11.01	10.4	0.013478029051104	7508
ENSG00000131378	4.317	4.282	4.906	6.031	6.007	6.453	0.0026146403242671	23180
ENSG00000131374	6.989	6.635	7.617	5.936	5.89	5.517	0.0147573672787249	9779
ENSG00000182568	2.672	2.931	3.072	2.378	2.256	2.388	0.0114858616861756	6304
ENSG00000129810	0.2469	0.2606	0.3654	0.1642	0.1636	0.1857	0.0347722569007503	151648
ENSG00000174738	3.226	3.77	4.373	2.556	2.881	2.438	0.0309462694336127	9975
ENSG00000163491	0.09838	0.08373	0.08312	0.03215	0.0605	0.03665	0.0109841193405617	152110
ENSG00000144642	0.741	0.7528	0.9216	0.5145	0.6291	0.6158	0.0333616368099761	27303
ENSG00000170266	41.38	40.0	39.34	34.62	36.53	36.23	0.0062266732270388	2720
ENSG00000170275	22.3	21.13	21.71	19.4	20.06	20.16	0.0112415129022547	10491
ENSG00000144677	11.78	11.46	13.26	8.277	9.263	9.704	0.0114325608677899	10217
ENSG00000206760	2.194	3.705	3.417	5.928	5.413	4.56	0.0229455408710081	574040
ENSG00000168032	8.912	8.705	8.665	10.27	10.72	10.53	0.0003214313840708	956
ENSG00000182606	11.06	11.9	12.3	10.27	10.35	10.78	0.031946872885695	22906
ENSG00000114812	0.6443	0.7543	0.5985	0.2946	0.2935	0.4766	0.015261007747994	7433
ENSG00000181061	110.5	101.5	102.0	73.55	91.49	90.6	0.0407216898302005	25994
ENSG00000185219	1.248	1.407	1.343	1.08	1.068	1.242	0.0493762002695126	353274
ENSG00000163814	33.76	31.34	32.96	40.51	41.39	41.47	0.0004051004918116	64866
ENSG00000163820	7.092	7.364	6.879	6.742	6.244	6.553	0.0413452665031608	79443
ENSG00000173578	0.01581	0.005562	0.007461	0.0	0.0	0.0	0.0379008347674086	2829
ENSG00000114648	6.74	5.809	6.063	7.414	7.149	8.151	0.0286921731012471	23276
ENSG00000172113	1.801	1.918	2.001	2.1	2.101	2.071	0.0352842016136549	10201
ENSG00000008300	0.1644	0.2024	0.1745	0.2159	0.2089	0.2193	0.0436073674272052	1951
ENSG00000185909	11.11	11.67	10.69	8.825	7.707	7.816	0.0026118780782097	200942
ENSG00000264633	5.855	6.179	3.454	2.197	2.189	1.127	0.0232658672592083	100422952
ENSG00000164078	4.963	4.574	4.199	5.546	5.607	5.442	0.0134632768291433	4486
ENSG00000114378	1.099	1.524	0.8246	1.884	1.619	1.863	0.0441232703479533	3373
ENSG00000114767	5.342	7.249	5.582	8.114	7.655	8.519	0.0349116539064	9136
ENSG00000023330	16.01	13.95	14.3	17.6	17.83	18.93	0.0112828560032589	211
ENSG00000010319	0.05172	0.04093	0.07321	0.02911	0.0145	0.0	0.0324266269579344	56920
ENSG00000136068	107.6	94.66	105.0	130.3	123.1	132.3	0.005682367944112	2317
ENSG00000244161	9.292	9.211	7.701	13.66	10.64	12.1	0.0285130795671201	105377105
ENSG00000163686	2.36	2.712	2.543	2.037	2.147	1.656	0.0303876182585361	57406
ENSG00000163689	1.424	1.411	1.53	1.174	1.303	1.221	0.0140176445857284	200844
ENSG00000241111	0.7739	0.5728	0.619	0.4752	0.5072	0.4333	0.0466884826897343	100652759
ENSG00000163637	0.7395	0.7164	0.7034	0.6341	0.6122	0.566	0.0069810090725415	166336
ENSG00000163638	0.1675	0.1502	0.166	0.2357	0.2724	0.216	0.0100459284846974	56999
ENSG00000241158	0.0	0.0	0.0	0.03746	0.01866	0.01281	0.036576586430433	101929335
ENSG00000227124	1.415	1.464	1.505	1.093	1.234	0.9645	0.0113525782898377	100131827
ENSG00000206538	1.336	1.588	1.7	1.187	1.188	1.232	0.0355276709599392	389136
ENSG00000184500	6.133	6.303	6.373	3.954	4.159	3.514	0.0002968754405482	5627
ENSG00000178700	3.457	3.081	3.475	2.442	2.67	2.524	0.0054158516506283	200895
ENSG00000144810	6.952	6.471	7.128	9.515	10.69	10.12	0.0011443869737672	1295
ENSG00000144815	2.122	2.005	2.407	1.898	1.7	1.693	0.038989075022389	91775
ENSG00000144802	10.27	11.35	10.79	17.51	21.28	20.26	0.0016073487679162	64332
ENSG00000170017	48.34	51.58	55.5	39.68	46.59	43.45	0.0408187857090247	214
ENSG00000243701	2.362	2.303	2.675	1.687	1.881	1.881	0.0088786188270695	344595
ENSG00000198919	1.482	1.39	1.5	1.066	0.923	1.148	0.0051242120629373	9666
ENSG00000177494	20.44	18.29	23.31	28.52	30.83	33.54	0.007456114945442	79413
ENSG00000240254	2.524	2.664	2.552	3.518	3.504	2.915	0.0226982369560193	100874201
ENSG00000241155	0.3143	0.3317	0.3708	0.118	0.235	0.121	0.0125434934755917	100874246
ENSG00000144843	0.6912	0.9165	0.8656	0.5587	0.5963	0.3616	0.0329984996824709	141
ENSG00000180353	10.9	8.902	10.52	11.6	11.96	12.7	0.0460842073803553	3059
ENSG00000173230	13.6	14.33	15.0	11.71	12.64	12.13	0.0114378810168585	2804
ENSG00000163406	2.392	2.258	2.446	1.853	1.723	1.588	0.0024465969837392	6565
ENSG00000114013	1.073	1.062	1.203	0.5286	0.4764	0.5508	0.0002956078109439	942
ENSG00000138496	3.868	4.368	4.097	6.203	5.819	6.722	0.0020248792488405	83666
ENSG00000163840	6.382	6.723	7.181	8.907	8.695	9.058	0.0011218706473663	151636
ENSG00000173193	5.277	5.995	6.237	7.057	7.125	6.895	0.0159302799828909	54625
ENSG00000169087	0.9827	0.8382	0.9433	0.6819	0.4378	0.5752	0.0125846418916582	79663
ENSG00000273033	0.9856	1.064	1.137	0.9475	0.9066	0.7843	0.0497190121209239	100129550
ENSG00000065485	12.09	12.61	13.18	15.61	16.14	15.2	0.0019051121075995	10954
ENSG00000065534	0.718	0.7639	0.7009	0.3585	0.3636	0.2229	0.0011554312128955	4638
ENSG00000175455	5.002	4.984	5.793	3.655	3.713	3.741	0.0043664420995534	64770
ENSG00000173706	14.54	15.59	15.5	11.89	12.61	12.41	0.0018813286674297	57493
ENSG00000250218	0.1496	0.1579	0.2118	0.0	0.0	0.0	0.0008892708641112	100874204
ENSG00000181789	36.8	31.44	37.04	42.19	41.13	42.11	0.022513912929711	22820
ENSG00000183624	14.42	14.67	15.57	13.28	13.22	13.81	0.0216101034634886	56941
ENSG00000174564	92.51	91.28	95.74	79.28	87.1	86.62	0.0364497425073164	53833
ENSG00000158220	0.08003	0.06497	0.04358	0.1109	0.1174	0.09005	0.0321217935546213	83850
ENSG00000163714	12.91	13.53	14.45	11.27	12.07	11.64	0.017361672757059	23350
ENSG00000175040	0.5209	0.5164	0.4469	0.9773	0.8851	0.8081	0.0019104628413212	9435
ENSG00000181804	0.2994	0.4212	0.444	0.2568	0.1918	0.1701	0.0247526014378691	285195
ENSG00000188313	7.268	8.226	7.245	12.15	12.38	15.07	0.004777219544453	5359
ENSG00000163754	7.695	6.996	8.17	6.386	6.411	6.267	0.0211851123210973	2992
ENSG00000018408	8.044	7.035	7.685	5.596	6.322	6.728	0.0364305845114975	25937
ENSG00000070087	82.21	76.82	90.75	71.55	70.74	71.98	0.0438048601222519	5217
ENSG00000138271	45.46	48.43	50.31	41.56	44.1	42.19	0.0273926879731804	53836
ENSG00000196549	0.3344	0.451	0.4822	0.251	0.2361	0.2551	0.018114757187694	4311
ENSG00000178053	2.208	2.645	2.617	2.011	2.059	2.053	0.0341459589883211	4291
ENSG00000079257	11.34	12.56	12.03	8.392	9.295	7.308	0.0056707396182765	56925
ENSG00000118855	25.18	24.61	22.13	19.8	21.03	16.78	0.0386054455716111	64747
ENSG00000213186	0.5642	0.5594	0.7019	0.4234	0.3835	0.4739	0.0275048678225263	286827
ENSG00000163590	0.2961	0.2783	0.3472	0.1875	0.2024	0.2102	0.0078205811849011	151742
ENSG00000184378	0.9782	1.239	1.44	1.894	1.667	1.777	0.019721628676475	84517
ENSG00000171757	0.1412	0.1341	0.1699	0.04768	0.095	0.07065	0.0115522067678653	151827
ENSG00000075420	13.67	11.85	12.27	15.0	15.92	14.62	0.0183967474409284	64778
ENSG00000231574	0.9508	1.05	1.143	3.186	3.595	2.468	0.0036706206902186	102724550
ENSG00000121864	1.097	1.187	1.379	0.9163	0.9128	0.859	0.0188761735457021	51193
ENSG00000205981	8.885	9.335	8.827	8.387	7.864	7.223	0.0330983705744064	131118
ENSG00000181449	4.867	5.439	4.551	2.754	3.882	3.306	0.0170692622923455	6657
ENSG00000043093	4.671	4.746	5.665	3.454	3.788	4.137	0.0302970027765104	54165
ENSG00000114867	130.2	115.8	121.3	141.3	133.5	136.7	0.0365527794044237	1981
ENSG00000182580	2.44	2.982	2.58	2.243	1.68	1.825	0.0326682209178234	2049
ENSG00000290862	2.765	2.573	2.704	2.007	2.203	2.213	0.0035504011178664	344887
ENSG00000058866	0.03381	0.04757	0.03988	0.06343	0.06319	0.08675	0.0248701941288967	1608
ENSG00000163918	11.54	11.7	10.5	8.353	9.847	7.506	0.0265524815494727	5984
ENSG00000073849	12.12	11.41	11.24	9.643	10.5	10.7	0.0360458748997421	6480
ENSG00000145012	2.374	2.752	2.722	2.224	2.079	2.099	0.0204467848751215	4026
ENSG00000196083	2.795	2.741	2.901	2.46	2.393	2.41	0.0015642939195338	3556
ENSG00000114331	4.815	4.456	4.666	3.771	3.867	3.919	0.0021533003610413	23527
ENSG00000189058	7.054	8.485	6.013	5.294	4.423	4.175	0.0322646906835174	347
ENSG00000224652	0.3577	0.3775	0.4051	0.2416	0.2005	0.0413	0.024953665612237	401109
ENSG00000163959	0.6401	0.579	0.712	0.3088	0.3589	0.4224	0.0051802361101261	200931
ENSG00000163960	6.083	6.497	7.273	5.35	5.102	5.408	0.021109297450432	26043
ENSG00000186001	2.712	2.758	2.756	2.912	3.141	3.098	0.0127368337275822	84859
ENSG00000114473	2.412	2.008	2.068	1.645	1.6	1.831	0.0310722575547595	84223
ENSG00000168924	10.32	10.28	11.6	14.13	12.26	12.91	0.0276145406204059	3954
ENSG00000063978	19.33	18.37	20.14	21.86	20.81	20.68	0.0441392721206019	6047
ENSG00000087269	18.1	16.1	18.18	18.9	20.96	20.33	0.0463920376440858	8602
ENSG00000163993	62.88	67.39	63.48	101.9	93.25	101.9	0.0004287737521563	6286
ENSG00000196526	5.982	5.898	5.98	7.33	6.861	7.12	0.0011454001190982	60312
ENSG00000109667	2.876	2.843	2.752	2.411	2.385	2.349	0.0004280828527105	56606
ENSG00000071127	125.7	119.6	115.0	139.7	132.8	128.1	0.0426088472373059	9948
ENSG00000002549	19.27	17.55	16.7	21.24	22.62	21.95	0.0086848506781157	51056
ENSG00000118579	1.861	2.084	2.17	1.688	1.668	1.627	0.0158344047950871	80306
ENSG00000163257	2.256	2.352	2.524	2.038	2.112	2.168	0.0355270402096381	54876
ENSG00000163138	0.7172	0.7123	0.8511	0.5778	0.544	0.6252	0.0255047608851833	133015
ENSG00000109819	0.4636	0.5746	0.477	0.1942	0.2176	0.2511	0.0018300326001339	10891
ENSG00000109610	0.475	0.3646	0.6114	0.2917	0.2421	0.2327	0.0363450294458008	6649
ENSG00000091490	11.61	11.49	11.94	10.55	11.07	9.952	0.0298267585692782	23231
ENSG00000169851	2.166	2.355	2.63	1.556	1.509	1.391	0.0033104677247033	5099
ENSG00000174145	0.08382	0.07961	0.09493	0.04718	0.0658	0.01613	0.0470523616039298	57495
ENSG00000169299	26.98	25.41	24.83	20.87	24.24	20.83	0.0444393950362537	55276
ENSG00000163682	681.0	678.1	810.1	520.5	570.0	568.2	0.0215071571795897	6133
ENSG00000109814	7.76	8.346	8.816	6.737	6.64	7.163	0.0133439970613429	7358
ENSG00000163683	3.352	3.632	3.513	2.906	3.119	2.931	0.0081885245960573	201895
ENSG00000145246	8.159	7.618	8.034	6.49	6.731	6.621	0.0017402207793685	57205
ENSG00000109182	0.341	0.8771	0.6336	1.272	1.099	1.288	0.022336086933573	80157
ENSG00000226950	5.348	5.218	5.756	4.866	4.765	4.977	0.0299963926762563	57291
ENSG00000109163	0.1188	0.07837	0.07359	0.01672	0.03331	0.02287	0.012085147009563	2798
ENSG00000080493	0.06624	0.04302	0.0541	0.03442	0.03428	0.03726	0.047634659826918	8671
ENSG00000169435	6.433	6.366	7.214	5.526	6.073	5.709	0.0462874786299969	166824
ENSG00000169429	22.07	24.36	22.07	106.0	121.4	106.7	6.355869479519149e-05	3576
ENSG00000124875	0.4254	0.3591	0.6925	1.724	1.002	2.047	0.0278472052550118	6372
ENSG00000163739	41.18	52.23	48.83	123.2	124.9	120.2	2.895125393834005e-05	2919
ENSG00000163735	0.51	0.1983	0.494	4.653	3.792	4.649	0.0001990001881258	6374
ENSG00000163734	3.771	3.338	1.55	10.48	16.51	12.74	0.0053537741393972	2921
ENSG00000081041	17.65	19.43	13.12	37.89	47.81	42.93	0.0015817236054707	2920
ENSG00000163738	0.4829	0.4877	0.3675	0.5962	0.5357	0.5896	0.0430919145125391	441024
ENSG00000182585	1.65	2.273	2.25	1.467	1.519	1.21	0.0429741909779727	255324
ENSG00000174796	1.166	1.382	1.46	1.0	0.9965	0.9833	0.0176723682265133	152815
ENSG00000138769	0.225	0.1815	0.1967	0.149	0.1632	0.1222	0.0325399179356093	8999
ENSG00000156194	0.0	0.0	0.0	0.01899	0.01892	0.02598	0.0008106798559095	5470
ENSG00000163749	0.07801	0.0686	0.04601	0.02927	0.01458	0.03003	0.0211332995402547	339965
ENSG00000138771	3.422	3.218	3.472	3.744	3.575	3.806	0.0313990032126368	57619
ENSG00000138772	157.4	133.4	144.7	175.0	184.4	212.9	0.0268064581733813	306
ENSG00000138756	3.191	3.28	3.506	2.811	2.995	2.854	0.0157597141870054	55589
ENSG00000145284	20.08	20.55	17.78	14.83	16.49	13.89	0.0183957334782443	79966
ENSG00000163625	4.267	4.298	4.428	3.894	3.859	4.186	0.0376385975888421	23001
ENSG00000180769	0.3143	0.2967	0.3512	0.2421	0.1669	0.2483	0.0296295130100663	404201
ENSG00000138639	0.8392	0.7316	0.706	0.607	0.6274	0.5665	0.0235860519738501	83478
ENSG00000109339	0.4649	0.5333	0.4483	0.3944	0.3702	0.3449	0.0193529231692574	5602
ENSG00000198189	2.031	2.254	2.479	1.459	1.571	1.725	0.0112676046497089	51170
ENSG00000118762	3.174	3.493	3.475	2.484	2.78	2.453	0.0053130621526697	5311
ENSG00000138642	3.051	2.889	3.256	3.928	4.106	4.053	0.0012467802534659	55008
ENSG00000248019	0.6722	0.6878	0.7209	0.4586	0.6167	0.541	0.0317947832500309	285512
ENSG00000138640	1.521	1.475	1.514	1.232	1.341	1.199	0.0055462240625625	10144
ENSG00000246090	4.499	4.39	4.326	3.402	3.769	3.26	0.0043779910826616	100507053
ENSG00000172955	0.7509	0.7726	0.7308	0.4226	0.6105	0.5347	0.0149281378055878	130
ENSG00000070190	14.17	14.24	15.73	17.12	16.92	18.64	0.0186908693878355	27071
ENSG00000145358	0.02511	0.053	0.05332	0.2261	0.3097	0.1836	0.0068373146627686	115265
ENSG00000109320	10.79	11.14	11.16	14.79	15.85	15.29	0.0002012136508036	4790
ENSG00000109323	6.396	6.66	6.505	5.211	5.334	5.329	0.0001424941458885	4126
ENSG00000245384	0.02203	0.02325	0.01559	0.0	0.0	0.0	0.001032485092545	101929468
ENSG00000168769	2.67	2.526	3.028	2.117	2.392	2.144	0.0389001421990762	54790
ENSG00000168743	4.541	6.413	5.478	3.428	4.254	3.565	0.0445089454513166	255743
ENSG00000138798	0.1046	0.07025	0.06732	0.04282	0.02133	0.04027	0.028881394028096	1950
ENSG00000145349	3.587	3.729	4.114	2.706	2.706	3.204	0.0148529548140886	817
ENSG00000275994	11.48	10.01	13.42	8.428	8.395	9.029	0.0402146208630062	677809
ENSG00000138735	1.004	1.078	1.289	0.6612	0.8687	0.6094	0.0243418337267669	8654
ENSG00000145386	4.854	4.972	6.13	4.071	3.922	3.828	0.0289490452362065	890
ENSG00000138688	5.212	5.645	5.754	4.749	4.687	4.318	0.0111184146737643	84162
ENSG00000151458	5.934	6.115	7.278	5.051	5.197	5.102	0.0351149125703903	57182
ENSG00000196159	1.008	1.043	1.096	0.7577	0.7591	0.6426	0.0020688143801006	79633
ENSG00000164040	16.38	20.12	17.39	13.5	14.08	12.93	0.0186627514692306	10424
ENSG00000250033	0.1124	0.07413	0.1094	0.04745	0.04726	0.02704	0.0143958812478993	641364
ENSG00000196951	0.4214	0.2737	0.3442	0.2189	0.2181	0.2121	0.0381908313812505	100129858
ENSG00000170153	0.07759	0.05264	0.07453	0.01872	0.03107	0.0128	0.0076171269180349	57484
ENSG00000164136	0.5325	0.6597	0.6883	0.3649	0.3375	0.4723	0.0203510576662359	3600
ENSG00000071205	7.317	7.622	8.276	5.987	6.81	6.62	0.0282897495328828	79658
ENSG00000109670	4.276	4.45	4.949	3.486	3.815	3.246	0.0161028920678468	55294
ENSG00000169989	0.1221	0.0859	0.08642	0.0	0.04564	0.03916	0.0199105102410392	201798
ENSG00000121210	4.102	3.995	4.337	3.455	3.737	3.824	0.0347212673617129	23240
ENSG00000137462	0.4224	0.4092	0.7548	1.068	1.204	0.9328	0.0172080553638966	7097
ENSG00000164125	2.634	2.366	2.654	1.959	2.02	1.783	0.005713697524294	51313
ENSG00000248429	3.915	4.52	4.426	3.742	3.565	3.378	0.0280923235749003	285505
ENSG00000171503	5.86	6.403	6.596	5.405	5.66	5.668	0.040155876773275	2110
ENSG00000052795	1.269	1.35	1.369	1.153	1.079	1.067	0.0048917691977345	57600
ENSG00000109472	5.672	6.44	5.61	4.105	4.373	4.688	0.0085782311140669	1363
ENSG00000164105	9.655	9.623	9.661	7.38	8.288	8.098	0.0033796030118213	8819
ENSG00000164118	0.8175	0.6963	0.9188	0.4925	0.6675	0.4527	0.0412979045997187	80817
ENSG00000038002	6.653	7.973	6.954	5.6	6.38	5.66	0.0495449183661988	175
ENSG00000218336	0.6043	0.6495	0.6416	0.3653	0.4581	0.5018	0.011137148813324	55714
ENSG00000173320	0.7359	0.7303	0.6667	0.5016	0.5641	0.5302	0.0033304564542068	56977
ENSG00000164306	1.925	1.738	1.972	1.34	1.193	1.687	0.0443651838878371	201973
ENSG00000151726	18.3	18.7	18.16	13.9	14.06	14.17	1.741471981762888e-05	2180
ENSG00000164342	2.43	2.45	2.511	1.888	1.929	1.705	0.0010367302011826	7098
